Days,Show (MG8),Media Views,Play Duration - Decimal (minutes),Media Views
2021-01-09,Der Prozess,4,105,4
2021-02-18,Die Buchenwald-Kinder – Eine Schweizer Hilfsaktion,4,105,4
2021-02-15,Sportifs suisses; la fin de l Omerta,4,105,4
2021-02-23,Cougar; oui ! Et alors ?,4,105,4
2021-02-20,Amen Saleikum – Fröhliche Weihnachten,4,105,4
2021-01-03,Der Wildheuer – Senkrecht über dem Urnersee Havarie-Sendung DOK,4,105,4
2021-01-25,Die Einzigen,4,104,4
2021-03-15,Liebe auf Umwegen,4,104,4
2021-01-25,Beethoven - Concerto pour piano n° 4,4,104,4
2021-02-18,Tatort – Zwischen zwei Welten,4,104,4
2021-03-07,Old Burma Road,4,104,4
2021-02-10,Reine des 3 pays,4,104,4
2021-01-29,Album de famille,4,104,4
2021-03-03,Les bébés volés du Sri Lanka; un scandale suisse,4,104,4
2020-12-16,Dimitri,4,104,4
2021-01-08,Nos chers parlementaires,4,104,4
2021-03-04,Zabardast: journal intime en haute altitude,4,104,4
2021-02-05,Foodwaste – Was tun?,4,104,4
2020-12-09,Tatort – Schutzlos,4,104,4
2021-01-21,Un juif pour l exemple,4,104,4
2021-01-22,Kriminalfälle Sélection - Das Attentat von Zug,4,104,4
2021-01-14,Die Buchenwald-Kinder – Eine Schweizer Hilfsaktion,4,104,4
2021-01-31,Ceux qui travaillent,4,104,4
2021-03-01,Die Skilehrer,4,104,4
2020-12-30,Cuntrasts - Nos Alberto,4,104,4
2021-01-22,Wie viel ist uns ein Leben wert?,4,104,4
2021-01-18,Menschen im Winter,4,104,4
2020-11-25,Quand la police devine le crime,4,104,4
2021-03-07,Der Geisterzug von Spiez,4,104,4
2020-12-16,Tatort - Schmutziger Donnerstag,4,104,4
2020-12-18,Beethoven - Sinfonia n. 6,4,104,4
2020-12-11,Ma quando arriva la mamma?,4,104,4
2020-11-30,Dick Marty; un grido per la giustizia,4,104,4
2020-12-24,Lina,4,104,4
2020-11-29,Le Facteur Humain,4,104,4
2020-11-29,Tatort – Kleine Prinzen,4,104,4
2021-03-13,Innocenza,4,104,4
2021-01-10,Kriminalfälle Sélection - Die Parkhausmörderin,4,104,4
2021-01-10,La via del vento,4,104,4
2020-12-09,Une vie de jeune en psychiatrie,4,103,4
2021-02-21,Level up your Life,4,103,4
2020-11-11,Le poison : le crime de Maracon,4,103,4
2020-12-17,Une vie de jeune en psychiatrie,4,103,4
2021-01-29,Drama am Gauligletscher,4,103,4
2021-01-15,Generation «Selfie»,4,103,4
2021-01-26,Ondes de choc - Prénom : Mathieu,4,103,4
2020-12-25,8x15 a Monte Carasso,4,103,4
2021-03-15,Mon auto a échappé à la casse,4,103,4
2020-12-31,Die Buchenwald-Kinder – Eine Schweizer Hilfsaktion,4,103,4
2020-12-30,Une vallée secrète,4,103,4
2021-02-01,Ceux qui travaillent,4,103,4
2021-01-30,La Forteresse,4,103,4
2021-03-23,Cougar; oui ! Et alors ?,4,103,4
2020-11-03,Die jungen Tierärzte,4,103,4
2020-12-19,8x15. aus dem Fri-Son Fribourg 2019,4,103,4
2021-01-17,CROM,4,103,4
2021-02-27,Arktos : Le Voyage Intérieur de Mike Horn,4,103,4
2021-03-04,Die Skilehrer,4,103,4
2021-01-11,Fatima; Lorenzo; Chiara - 24 scene di vita familiare,4,103,4
2021-01-03,Fragments du paradis,4,103,4
2020-12-28,Profit oder Leben? – Wenn das Gesundheitswesen an die Grenze geht,4,103,4
2021-02-13,Ondes de choc - Journal de ma tête,4,103,4
2021-01-29,Mein anderes China,4,103,4
2021-01-15,La vallée des enchantés,4,103,4
2020-12-23,Foodwaste – Was tun?,4,103,4
2020-12-26,NETZ NATUR - Der Sinn des Lebens,4,103,4
2021-03-15,Der Postraub des Jahrhunderts,4,102,4
2021-02-05,Die Vierte Gewalt,4,102,4
2021-01-07,Tics; TOC et Tourette,4,102,4
2021-03-13,Die Affäre Conradi,4,102,4
2020-11-20,Sur la piste des damnés de Daesh,4,102,4
2020-12-27,Beethoven - Symphonie n° 7,4,102,4
2021-01-13,Kriminalfälle Sélection - Die Parkhausmörderin,4,102,4
2020-11-25,Claude Marthaler; embrasser la terre,4,102,4
2020-11-11,Erbschaft; nein danke!,4,102,4
2021-02-11,Gennaro Pulice: un killer a Viganello,4,102,4
2020-12-29,Mettersi in proprio: sogno o soluzione?,4,102,4
2021-02-22,Hoch hinaus – Die China Expedition,4,102,4
2020-11-11,Leben nach den Drogen – mit Narcotics Anonymous,4,102,4
2021-01-04,Kriminalfälle Sélection - Die Parkhausmörderin,4,102,4
2021-03-09,Der Teufel von Mailand,4,102,4
2021-02-04,Drama am Gauligletscher,4,102,4
2021-02-05,Weglaufen geht nicht,4,102,4
2021-01-18,Ernährungswahn,4,102,4
2021-01-15,Ceux qui travaillent,4,102,4
2021-03-08,Die Affäre Conradi,4,102,4
2020-12-21,Jimmie,4,102,4
2021-01-19,EMS-Chemie – Dunkle Helfer nach dem Zweiten Weltkrieg,4,102,4
2021-03-02,A l école des Philosophes,4,102,4
2021-02-14,Drama am Gauligletscher,4,102,4
2020-12-27,Kinder im Netz,4,102,4
2021-02-19,Gutachter des Bösen – Die Ära Frank Urbaniok,4,102,4
2021-02-09,Sur la piste des damnés de Daesh,4,101,4
2020-12-01,NETZ NATUR - Unsere Verwandten im Wasser,4,101,4
2021-01-09,Stöffitown,4,101,4
2021-01-10,Füür: Episode II – Tableaux Vivants,4,101,4
2021-03-06,Der grosse Sommer,4,101,4
2021-01-09,Ceux qui travaillent,4,101,4
2020-12-16,Mona mittendrin,4,101,4
2021-01-19,Tatort – Kleine Prinzen,4,101,4
2020-11-14,Erbschaft; nein danke!,4,101,4
2021-01-26,50+ und arbeitslos,4,101,4
2021-03-03,Fake News in Corona-Zeiten,4,101,4
2020-12-27,Bodenlos - Vom Leben und Überleben der Schweizer Bauern,4,101,4
2020-12-23,NETZ NATUR - Magische Momente Teil 1,4,101,4
2020-12-09,La buca,4,101,4
2021-01-28,NETZ NATUR - Wahrheiten über Märchentiere,4,101,4
2021-03-25,Shes Biker: Der Frauen-Motorradclub,4,101,4
2021-02-10,Ondes de choc - La Vallée,4,101,4
2020-12-13,Mauro da Budelli,4,101,4
2021-02-04,Non ho l età,4,101,4
2020-11-21,«Einstein» am Tatort: Wenn die Wissenschaft Verbrecher jagt,4,101,4
2021-02-14,Cleveland versus Wall Street,4,101,4
2021-02-20,5G – Chancen und Risiken,4,101,4
2021-03-21,EMS-Chemie – Dunkle Helfer nach dem Zweiten Weltkrieg,4,101,4
2021-03-10,Weniger ist mehr,4,101,4
2021-02-02,Game of Switzerland,4,101,4
2021-02-14,50+ und arbeitslos,4,101,4
2021-03-02,1968 - Frauen verändern die Gesellschaft,4,101,4
2021-01-29,die die Schweiz bewegten - Mord im Hafturlaub,4,101,4
2021-03-19,EMS-Chemie – Dunkle Helfer nach dem Zweiten Weltkrieg,4,101,4
2021-01-16,50+ und arbeitslos,4,101,4
2021-01-19,Vater; unser Wille geschehe,4,101,4
2021-03-12,50-Jahr-Jubiläum Schweizer Fernsehen,4,101,4
2021-03-22,Un autre homme,4,101,4
2021-03-05,Der Wildheuer – Senkrecht über dem Urnersee Havarie-Sendung DOK,4,101,4
2021-02-05,EMS-Chemie – Dunkle Helfer nach dem Zweiten Weltkrieg,4,101,4
2021-03-10,Crans-Montana 1987; l’épopée des héros,4,100,4
2021-01-25,Weniger ist mehr,4,100,4
2021-01-04,1918; fuga dalla Russia,4,100,4
2021-02-16,Dimitri,4,100,4
2021-01-20,In cammino sulla Via Idra,4,100,4
2021-02-01,Netz Natur - Was uns Elefanten sagen,4,100,4
2021-01-22,Weniger ist mehr,4,100,4
2021-01-28,Lotto,4,100,4
2021-03-11,Der Wildheuer – Senkrecht über dem Urnersee Havarie-Sendung DOK,4,100,4
2021-01-17,Pestizidkrise – Hightech statt Gift,4,100,4
2021-01-19,Aus dem Schatten – Eine Zeit der Hoffnung,4,100,4
2020-11-28,Pestizidkrise – Hightech statt Gift,4,100,4
2021-01-22,Vincent Munier; Éternel Émerveillé,4,100,4
2020-12-06,Pestizidkrise – Hightech statt Gift,4,100,4
2021-02-12,NETZ NATUR - Wahrheiten über Märchentiere,4,100,4
2021-01-20,120 secondes présente la Suisse,4,100,4
2020-11-21,Grozny Dreaming,4,100,4
2020-11-30,Voyage au pays des guérisseurs romands,4,100,4
2020-12-17,die die Schweiz bewegten - Mord im Hafturlaub,4,100,4
2021-02-28,Die Buchenwald-Kinder – Eine Schweizer Hilfsaktion,4,100,4
2021-02-19,Die Chefinnen – Wenn Frauen an der Macht sind,4,100,4
2020-11-22,Offenes Buch,4,100,4
2021-02-10,Vincent Munier; Éternel Émerveillé,4,100,4
2021-01-23,Tutti giù,4,100,4
2020-11-28,Un barbiere a Lugano,4,100,4
2021-03-20,Im Tal der grossen Buddhas,4,100,4
2021-03-12,Sitting next to Zoe,4,100,4
2021-01-02,DOK- Syrien – Sieg ohne Frieden,4,100,4
2020-12-23,«Einstein» am Tatort: Wenn die Wissenschaft Verbrecher jagt,4,100,4
2021-03-21,Liebe auf Umwegen,4,100,4
2021-01-31,NETZ NATUR - Unsere Verwandten im Wasser,4,100,4
2021-03-06,Innocenza,4,99,4
2021-03-07,Beat Breus Traum,4,99,4
2021-01-04,Sur la piste des damnés de Daesh,4,99,4
2021-02-14,Mary Queen of Scots,4,99,4
2021-01-11,Album de famille,4,99,4
2020-11-21,Heimatland,4,99,4
2021-01-05,Ernährungswahn,4,99,4
2020-12-18,Miséricorde,4,99,4
2021-02-26,Beat Breus Traum,4,99,4
2021-01-24,Katzen und ihre Menschen,4,99,4
2020-11-26,Zum Beispiel Suberg,4,99,4
2021-03-23,De la cuisine au parlement - Edition 2021,4,99,4
2021-03-02,Jacques Cesa : de lalpage à lAtlas,4,99,4
2021-01-15,Fauves,4,99,4
2021-03-06,Cuntrasts - La plevonessa illegala,4,99,4
2020-11-19,Little Girl Blue,4,99,4
2021-01-27,Nos chers parlementaires,4,99,4
2021-01-10,«Einstein» am Tatort: Wenn die Wissenschaft Verbrecher jagt,4,99,4
2020-12-09,Swiss Elvis,4,99,4
2020-12-18,Viehjud Levi,4,99,4
2021-02-16,Les toqués de la cuisine,4,99,4
2021-01-14,30 anni a novembre,4,99,4
2021-03-12,DOK: Schweizer Erfolgsgeschichten,4,99,4
2021-03-01,Die letzte Pointe,4,99,4
2021-03-24,SRF bi de Lüt - Reise mitohne Hindernis,4,99,4
2020-12-31,Quand la police devine le crime,4,99,4
2020-12-29,Generation «Selfie»,4,99,4
2021-02-16,Ceux qui travaillent,4,99,4
2021-02-26,Tutti giù,4,99,4
2020-12-15,Gens d hiver,4,98,4
2020-12-30,Viehjud Levi,4,98,4
2021-02-11,NETZ NATUR - Der Sinn des Lebens,4,98,4
2020-12-31,die die Schweiz bewegten - Mord im Hafturlaub,4,98,4
2021-03-07,Dominique,4,98,4
2021-02-05,Jimmie,4,98,4
2020-12-05,Le Boeuf,4,98,4
2020-12-25,Cuntrasts - Cun palutta e furtga - Il project Rebecca Clipath,4,98,4
2020-12-15,NETZ NATUR - Unsere Verwandten im Wasser,4,98,4
2021-01-22,Matlosa,4,98,4
2021-03-21,San Gottardo,4,98,4
2020-12-28,Beethoven - Symphonie n° 7,4,98,4
2021-03-02,I segreti del mestiere,4,98,4
2021-02-15,Delamuraz,4,98,4
2020-12-02,Concerti in auditorio - Maurice Steger,4,98,4
2020-12-23,Die Spur der Schlange - Auf der Suche nach den Nazi-Milliarden,4,98,4
2021-01-14,Le train le plus difficile du monde,4,98,4
2021-02-03,Cougar; oui ! Et alors ?,4,98,4
2021-03-01,Die Vierte Gewalt,4,98,4
2021-01-22,NETZ NATUR - Unsere Verwandten im Wasser,4,98,4
2021-01-31,Biodiversität in Gefahr – Was tun?,4,98,4
2021-01-09,NETZ NATUR - Magische Momente Teil 1,4,98,4
2021-02-03,Que Sera?,4,98,4
2021-02-12,San Gottardo,4,98,4
2020-11-28,La vallée des enchantés,4,98,4
2021-03-14,Dimitri,4,98,4
2020-12-07,Antarctique; ma planète blanche,4,98,4
2020-11-29,Yukon; la quête sauvage,4,98,4
2021-02-10,Les toqués de la cuisine,4,98,4
2021-03-18,5G – Chancen und Risiken,4,97,4
2021-02-18,Schweizer Erfolgsgeschichten,4,97,4
2021-01-23,Menschen im Winter,4,97,4
2021-02-13,La buca,4,97,4
2020-11-23,Bonhomme de chemin,4,97,4
2021-01-17,Cuntrasts - La plevonessa illegala,4,97,4
2020-12-13,Das Geheimnis im Bodensee,4,97,4
2020-12-29,Mauro da Budelli,4,97,4
2020-12-10,Gutachter des Bösen – Die Ära Frank Urbaniok,4,97,4
2020-12-21,Bonhomme de chemin,4,97,4
2020-11-27,Späte Liebe,4,97,4
2021-02-27,Un padre,4,97,4
2021-02-07,Grauzone,4,97,4
2021-01-28,La rançon de la gloire,4,97,4
2021-01-29,Charles mort ou vif,4,97,4
2020-11-17,Grauzone,4,97,4
2021-01-25,Il viaggio di Laura,4,97,4
2021-01-20,Ein Schweizer Cop in New Orleans,4,97,4
2021-01-22,Cougar; oui ! Et alors ?,4,97,4
2020-11-20,Little Girl Blue,4,96,4
2020-11-21,Exit: le droit de mourir,4,96,4
2021-01-24,Gens d hiver,4,96,4
2021-01-31,Charles mort ou vif,4,96,4
2021-03-10,A livre ouvert,4,96,4
2021-02-24,Little Girl Blue,4,96,4
2021-01-24,Heimatland,4,96,4
2021-01-21,Matchmaker,4,96,4
2020-12-05,«Rega 1414 – Der Film»,4,96,4
2021-02-11,Boomerang !,4,96,4
2021-03-22,Mains dans la terre,4,96,4
2021-02-06,Arnacoeurs; les escrocs de l’amour en ligne,4,96,4
2021-03-14,La lumière de l espoir,4,96,4
2021-01-11,L homme qui maîtrisait le temps,4,96,4
2021-02-15,Arktos : Le Voyage Intérieur de Mike Horn,4,96,4
2020-12-29,Generalstreik 1918,4,96,4
2021-01-13,Grauzone,4,96,4
2021-01-07,Antarctique; ma planète blanche,4,96,4
2021-02-13,Allenati poco; dimagrisci molto,4,96,4
2021-03-18,Tatort - Freitod,4,96,4
2020-12-20,Un barbiere a Lugano,4,96,4
2021-01-21,Ondes de choc - Sirius,4,96,4
2021-02-16,Kinder machen,4,96,4
2021-01-07,War der erste Mensch ein Europäer?,4,96,4
2021-01-15,Le poison : le crime de Maracon,4,96,4
2021-03-21,Al centro la montagna,4,96,4
2021-03-03,Gens d hiver,4,96,4
2021-03-03,Stöffitown,4,95,4
2020-12-02,Altitudes,4,95,4
2021-03-10,Wasserwelten,4,95,4
2021-03-16,War der erste Mensch ein Europäer?,4,95,4
2020-12-03,NETZ NATUR - Magische Momente Teil 1,4,95,4
2020-12-26,Schweizer Erfolgsgeschichten,4,95,4
2021-02-26,Crans-Montana 1987; l’épopée des héros,4,95,4
2021-02-27,Lewis; l île ivre de vent,4,95,4
2021-02-23,Partiellement écrémé - Sur la route du lait,4,95,4
2021-03-18,Hoch hinaus – Die China Expedition,4,95,4
2021-02-04,Céramiste,4,95,4
2021-01-31,Cuntrasts - Lisa prenda la storta,4,95,4
2020-12-16,Offenes Buch,4,95,4
2021-01-25,Späte Liebe,4,95,4
2021-02-18,DivertiMento bei den Schotten,4,95,4
2021-02-26,Il soffitto di vetro,4,95,4
2021-03-19,Les dames,4,95,4
2021-01-17,L incroyable supercherie de la navette spatiale suisse,4,95,4
2021-02-05,Grauzone,4,95,4
2020-12-25,Aus dem Schatten – Eine Zeit der Hoffnung,4,95,4
2021-02-14,Stress – wie schädlich er tatsächlich ist,4,95,4
2020-11-26,Que savez-vous du clitoris ?,4,95,4
2021-01-15,Ti tradisco,4,95,4
2021-03-21,«Rega 1414 – Der Film»,4,95,4
2021-03-02,Das Geheimnis im Bodensee,4,95,4
2021-03-20,Gutachter des Bösen – Die Ära Frank Urbaniok,4,95,4
2021-01-26,«Einstein» am Tatort: Wenn die Wissenschaft Verbrecher jagt,4,94,4
2021-02-20,Alles fuhr Ski,4,94,4
2021-01-14,NETZ NATUR - Magische Momente Teil 1,4,94,4
2021-02-13,Echte Tierhelden,4,94,4
2021-03-23,Weglaufen geht nicht,4,94,4
2021-01-17,Innocenza,4,94,4
2021-03-20,La belle et ses bêtes,4,94,4
2020-12-21,Cuntrasts - Cun palutta e furtga - Il project Rebecca Clipath,4,94,4
2021-02-07,San Gottardo,4,94,4
2021-02-16,Yukon; la quête sauvage,4,94,4
2020-12-22,NETZ NATUR - Magische Momente Teil 1,4,94,4
2020-11-14,Stöffitown,4,94,4
2021-02-26,8x15 - KiFF Aarau 2012,4,94,4
2021-03-23,La tête dans les nuages,4,94,4
2021-03-01,Der Läufer,4,94,4
2021-01-16,Mozart a Trun - messa en c-mol,4,94,4
2021-03-21,Altitudes,4,94,4
2020-12-18,War der erste Mensch ein Europäer?,4,94,4
2021-01-11,Das Fräulein,4,94,4
2020-12-06,Trinkerkinder,4,94,4
2021-02-24,Miséricorde,4,94,4
2020-12-08,Der Wildheuer – Senkrecht über dem Urnersee Havarie-Sendung DOK,4,94,4
2021-03-22,La buca,4,94,4
2021-02-27,Le nevi della seta,4,94,4
2020-11-29,Klimastreik - Wenn die Jungen aufbegehren,4,94,4
2021-01-15,Vecchi pazzi,4,94,4
2020-12-03,Lettres de la Brévine,4,94,4
2020-12-15,«gamen» Volkssport auf Überholspur,4,94,4
2021-01-29,Le nevi della seta,4,94,4
2021-02-16,Miséricorde,4,94,4
2020-12-16,Un autre homme,4,94,4
2020-12-19,Hausärzte,4,93,4
2021-01-08,Tatort - Hanglage mit Aussicht,4,93,4
2020-12-30,Non ho l età,4,93,4
2021-01-03,J.S. Bach: Passione secondo Matteo - Seconda parte,4,93,4
2021-02-19,Blenio; Utah,4,93,4
2021-03-02,Cuntrasts - Shaolin a Tschlin,4,93,4
2021-01-18,Dall inferno al paradiso,4,93,4
2021-01-31,Concerti in auditorio - Maurice Steger,4,93,4
2021-02-01,Delamuraz,4,93,4
2021-01-01,Aus dem Schatten – Eine Zeit der Hoffnung,4,93,4
2020-11-16,8x15. aus der KuFa Lyss,4,93,4
2021-02-24,Boomerang !,4,93,4
2021-03-16,Der Läufer,4,93,4
2020-11-14,Zum Beispiel Suberg,4,93,4
2021-01-29,Messies - Ein schönes Chaos,4,93,4
2021-03-03,La lumière de l espoir,4,93,4
2021-01-25,Les dames,4,93,4
2021-03-04,Altitudes,4,93,4
2020-12-25,Thierry malt – Die ganz besondere Begabung des Autisten Thierry Bouvard,4,93,4
2021-02-26,Cecilia Bartoli; Diva,4,93,4
2021-02-11,Im Tal der grossen Buddhas,4,93,4
2020-12-28,Fauves,4,93,4
2021-02-26,Bis dass der Tod euch scheidet,4,93,4
2021-01-24,Comment j ai survécu à la montagne,4,93,4
2021-03-16,Kriminalfälle Sélection - Das Attentat von Zug,4,93,4
2020-12-19,Thorberg Portraits,4,93,4
2021-02-20,Il boom dei pellegrinaggi,4,92,4
2021-03-16,Im Tal der grossen Buddhas,4,92,4
2021-02-08,Album de famille,4,92,4
2021-02-02,Quand la police devine le crime,4,92,4
2021-03-18,Allenati poco; dimagrisci molto,4,92,4
2021-03-14,Innocenza,4,92,4
2021-02-17,Viehjud Levi,4,92,4
2021-01-10,A l école des Philosophes,4,92,4
2021-02-20,Die Skilehrer,4,92,4
2021-02-24,Arktos : Le Voyage Intérieur de Mike Horn,4,92,4
2020-12-23,Katzen und ihre Menschen,4,92,4
2021-02-15,Dimitri,4,92,4
2021-03-21,Yoga - I segreti di un successo,4,92,4
2021-01-24,Blockchain verstehen: die digitale Zukunft wird dezentral,4,92,4
2021-03-20,Weglaufen geht nicht,4,92,4
2021-02-26,Le vénérable W.,4,92,4
2021-03-20,Stöffitown,4,92,4
2021-02-19,Tatort - Hanglage mit Aussicht,4,92,4
2021-02-23,Io sono una sirena,4,92,4
2020-11-30,L eau; l encre et l origine,4,92,4
2021-02-19,Moon Race 2.0 – Das Rennen zum Mond damals und heute,4,92,4
2020-11-28,Dans les entrailles de la bête,4,92,4
2021-02-19,Lotto,4,92,4
2021-01-14,NETZ NATUR - Rehbock; ledig; sucht...,4,92,4
2021-03-16,Akte Grüninger,4,92,4
2021-03-09,Mais im Bundeshuus,4,92,4
2021-02-26,Schweiz von oben,4,92,4
2021-03-01,Das Geheimnis im Bodensee,4,92,4
2021-01-14,Lettres de la Brévine,4,92,4
2021-03-25,Flug in die Nacht - Das Unglück von Überlingen,4,91,4
2021-03-07,Cercando Camille,4,91,4
2021-02-02,DivertiMento bei den Schotten,4,91,4
2021-02-09,Tatort – Kleine Prinzen,4,91,4
2021-03-01,Giovanni Segantini - Magie des Lichts,4,91,4
2021-02-12,Heimatland,4,91,4
2021-02-19,Cougar; oui ! Et alors ?,4,91,4
2021-02-09,Messies - Ein schönes Chaos,4,91,4
2021-03-07,Der Hamster,4,91,4
2021-01-09,Adesso basta... cambio vita!,4,91,4
2020-12-13,Dick Marty; un grido per la giustizia,4,91,4
2021-01-18,1918; fuga dalla Russia,4,91,4
2021-02-11,Cuntrasts - A la sumbriva dal Tambora,4,91,4
2021-01-31,50+ und arbeitslos,4,91,4
2021-02-08,Flug in die Nacht - Das Unglück von Überlingen,4,91,4
2020-12-16,Die Spur der Schlange - Auf der Suche nach den Nazi-Milliarden,4,91,4
2020-12-05,DOK: Schweizer Erfolgsgeschichten,4,91,4
2021-03-06,5G – Chancen und Risiken,4,91,4
2021-02-12,Die letzte Chance,4,91,4
2021-01-02,NETZ NATUR - Wahrheiten über Märchentiere,4,91,4
2020-11-07,Bonhomme de chemin,4,91,4
2021-01-05,Un barbiere a Lugano,4,91,4
2021-02-05,Les dames,4,91,4
2021-03-03,Abenteuer New York,4,91,4
2021-01-18,Le goût de l’interdit,4,90,4
2020-11-28,I nodi di Arnoldo,4,90,4
2021-02-25,Comment j ai survécu au lac,4,90,4
2020-11-06,Blockchain verstehen: die digitale Zukunft wird dezentral,4,90,4
2020-12-09,Delamuraz,4,90,4
2021-02-28,Cuntrasts - Jau ta dun la glina - Not Vital,4,90,4
2020-11-27,Gutachter des Bösen – Die Ära Frank Urbaniok,4,90,4
2020-12-26,San Gottardo,4,90,4
2021-01-23,«Einstein» bei den Robotern,4,90,4
2021-01-28,Die Buchenwald-Kinder – Eine Schweizer Hilfsaktion,4,90,4
2021-01-11,La magie des calanques,4,90,4
2020-11-29,1968 - Frauen verändern die Gesellschaft,4,90,4
2021-02-13,De l ombre à la lumière; le grand coming out des homosexuels,4,90,4
2021-02-05,La tête dans les nuages,4,90,4
2021-03-02,Old Burma Road,4,90,4
2021-02-20,La buca,4,90,4
2021-01-03,L Île des d Yeu,4,90,4
2021-03-12,Lasst die Alten sterben,4,90,4
2021-03-22,Steve Lee - La voce gentile del rock,4,90,4
2020-11-27,Mai 68 avant l heure,4,90,4
2021-01-27,Projekt Icarus – Tiere warnen vor Katastrophen,4,90,4
2020-12-11,Einstein - Epigenetik – Sind wir Gene oder Umwelt?,4,90,4
2021-01-02,NETZ NATUR - Der Sinn des Lebens,4,90,4
2021-01-18,Blockchain verstehen: die digitale Zukunft wird dezentral,4,90,4
2021-03-01,Respirez l odeur du ciel,4,90,4
2021-02-21,I segreti del mestiere,4,90,4
2020-11-11,Tatort – Zwischen zwei Welten,4,90,4
2021-02-27,Gotthard - One life; one soul,4,90,4
2020-11-16,Jihad inside,4,90,4
2021-01-12,DOK: Schweizer Erfolgsgeschichten,4,90,4
2021-02-28,Der Schatten des Sohnes,4,90,4
2021-02-12,La tête dans les nuages,4,90,4
2020-12-23,Blockchain verstehen: die digitale Zukunft wird dezentral,4,90,4
2020-10-24,Wilder,4,90,4
2021-01-24,Netz Natur - Was uns Elefanten sagen,4,90,4
2021-01-02,Nos chers parlementaires,4,90,4
2021-01-22,Alleskönner Haut:« Einstein» entdeckt ein unterschätztes Organ,4,89,4
2021-02-03,Die Vierte Gewalt,4,89,4
2020-12-09,Die Forensikerin – Von Verbrechern und ihren Spuren,4,89,4
2021-03-17,Der Hamster,4,89,4
2021-02-18,Miséricorde,4,89,4
2021-01-30,Je retourne chez ma mère,4,89,4
2020-12-27,Trop de propreté; c’est risqué,4,89,4
2020-12-13,Videogiocatori nati,4,89,4
2020-12-14,Lotto,4,89,4
2021-03-01,Amen Saleikum – Fröhliche Weihnachten,4,89,4
2021-02-04,Einstein - Populismus verstehen,4,89,4
2021-02-07,Je retourne chez ma mère,4,89,4
2021-02-18,Tatort - Friss oder stirb,4,89,4
2021-03-25,Tatort – Kleine Prinzen,4,89,4
2021-02-11,San Gottardo,4,89,4
2020-11-15,Ökoakustik: Die Tonspur des Klimawandels,4,89,4
2021-03-01,SRF bi de Lüt - Reise mitohne Hindernis,4,89,4
2021-03-23,Tatort - Hanglage mit Aussicht,4,89,4
2021-02-26,Comment j ai survécu au lac,4,89,4
2021-01-25,Comment j ai survécu à la montagne,4,89,4
2020-11-20,NETZ NATUR - Der Sinn des Lebens,4,89,4
2021-01-18,Il viaggio indesiderato,4,89,4
2021-03-11,Giovanni Segantini - Magie des Lichts,4,89,4
2021-03-19,Lockere Fäuste,4,89,4
2021-01-25,Tatort - Friss oder stirb,4,89,4
2021-02-17,Fragments du paradis,4,89,4
2021-01-22,Les évangéliques à la conquête du pouvoir,4,89,4
2021-03-03,Au fil des toblerones,4,88,4
2021-03-10,Yukon; la quête sauvage,4,88,4
2021-01-02,Mon royaume pour une chèvre,4,88,4
2021-03-03,Usgrächnet Gähwilers,4,88,4
2020-12-22,Yoga - I segreti di un successo,4,88,4
2021-03-18,Mutter für 36 Kinder,4,88,4
2021-02-03,Blockchain verstehen: die digitale Zukunft wird dezentral,4,88,4
2020-12-04,Romolo Nottaris,4,88,4
2021-03-21,Die Schweizer Geheimarmee P-26,4,88,4
2021-03-11,Das Geheimnis im Bodensee,4,88,4
2021-01-22,Die Einzigen,4,88,4
2021-01-14,Miséricorde,4,88,4
2020-11-29,War der erste Mensch ein Europäer?,4,88,4
2020-12-19,50+ und arbeitslos,4,88,4
2021-03-13,Le petit panda de l’Himalaya,4,88,4
2020-12-15,Innocenza,4,88,4
2021-03-16,Tatort - Kriegssplitter,4,88,4
2020-12-16,Gutachter des Bösen – Die Ära Frank Urbaniok,4,88,4
2021-02-16,Songs of Love and Hate,4,88,4
2021-01-29,Videogiocatori nati,4,88,4
2021-03-23,Césarienne; une épidémie contre nature,4,88,4
2021-02-24,Cougar; oui ! Et alors ?,4,88,4
2021-02-23,Millionenschwer verliebt,4,88,4
2020-12-19,«Einstein» am Tatort: Wenn die Wissenschaft Verbrecher jagt,4,88,4
2021-02-13,Ein Schweizer Cop in New Orleans,4,88,4
2020-11-16,Die Einzigen,4,87,4
2021-03-15,Les gardiennes,4,87,4
2021-01-24,Lewis; l île ivre de vent,4,87,4
2021-02-13,Le petit panda de l’Himalaya,4,87,4
2021-02-27,Oro verde,4,87,4
2020-12-17,San Gottardo,4,87,4
2021-03-12,Little Girl Blue,4,87,4
2021-03-25,SRF bi de Lüt - Winter Wunderland,4,87,4
2020-12-07,Einstein - Wut – eine Emotion bestimmt unsere Gesellschaft,4,87,4
2020-11-26,Une vie de jeune en psychiatrie,4,87,4
2021-03-12,Mais im Bundeshuus,4,87,4
2021-01-26,Sitting next to Zoe,4,87,4
2021-01-05,Gutachter des Bösen – Die Ära Frank Urbaniok,4,87,4
2020-12-23,8x15 - Kufa Lyss 2019,4,87,4
2021-02-01,Miséricorde,4,87,4
2021-02-15,Ernährungsmythen – Alles Glaubenssache?,4,87,4
2021-02-11,Le petit panda de l’Himalaya,4,87,4
2021-03-21,The Sound of Insects,4,87,4
2021-02-27,Innocenza,4,87,4
2021-01-23,Sportifs suisses; la fin de l Omerta,4,87,4
2021-02-26,Die Einzigen,4,87,4
2020-11-13,Mai 68 avant l heure,4,87,4
